Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0.0,ORtg,DRtg
1,Precious Achiuwa\achiupr01,C,22,TOR,73,28,1725,7.7,17.5,.439,1.6,4.5,.359,6.1,13.0,.468,2.3,3.8,.595,4.2,9.5,13.7,2.4,1.1,1.2,2.4,4.4,19.2,0.0,105,110
2,Steven Adams\adamsst01,C,28,MEM,76,75,1999,5.0,9.2,.547,0.0,0.0,.000,5.0,9.2,.548,2.6,4.8,.543,8.4,9.8,18.2,6.1,1.6,1.4,2.8,3.7,12.6,0.0,125,108
3,Bam Adebayo\adebaba01,C,24,MIA,56,56,1825,11.1,20.0,.557,0.0,0.2,.000,11.1,19.8,.562,7.0,9.3,.753,3.8,11.7,15.5,5.2,2.2,1.2,4.1,4.7,29.3,0.0,117,104
4,Santi Aldama\aldamsa01,PF,21,MEM,32,0,360,7.0,17.5,.402,0.8,6.4,.125,6.2,11.2,.560,2.7,4.3,.625,4.4,7.2,11.6,2.8,0.8,1.3,2.1,4.8,17.5,0.0,101,111
5,LaMarcus Aldridge\aldrila01,C,36,BRK,47,12,1050,11.6,21.1,.550,0.6,2.1,.304,11.0,19.0,.578,4.1,4.7,.873,3.4,8.5,11.9,1.9,0.6,2.2,2.0,3.6,28.0,0.0,119,112
6,Nickeil Alexander-Walker\alexani01,SG,23,TOT,65,21,1466,8.5,22.9,.372,3.5,11.4,.311,5.0,11.5,.433,2.7,3.7,.743,1.2,5.1,6.3,5.3,1.5,0.8,3.1,3.5,23.3,0.0,98,114
7,Grayson Allen\allengr01,SG,26,MIL,66,61,1805,6.8,15.1,.448,4.2,10.4,.409,2.6,4.8,.533,1.7,2.0,.865,0.9,5.1,5.9,2.7,1.2,0.5,1.1,2.6,19.5,0.0,122,114
8,Jarrett Allen\allenja01,C,23,CLE,56,56,1809,10.2,15.0,.677,0.0,0.3,.100,10.2,14.8,.688,4.6,6.4,.708,5.3,11.3,16.6,2.5,1.2,2.1,2.6,2.7,25.0,0.0,132,106
9,Jose Alvarado\alvarjo01,PG,23,NOP,54,1,834,7.8,17.4,.446,1.9,6.5,.291,5.9,10.9,.538,2.1,3.1,.679,1.5,4.4,5.9,9.0,4.2,0.4,2.4,4.3,19.5,0.0,114,109
10,Justin Anderson\anderju01,SF,28,TOT,16,6,316,5.6,14.8,.379,2.3,9.2,.254,3.3,5.6,.583,2.3,3.0,.789,0.6,6.5,7.1,5.1,1.2,0.9,1.2,3.4,15.9,0.0,109,116
11,Kyle Anderson\anderky01,PF,28,MEM,69,11,1484,6.7,15.1,.446,1.2,3.5,.330,5.6,11.6,.481,2.2,3.4,.638,2.2,9.6,11.9,5.9,2.5,1.5,2.3,3.5,16.8,0.0,110,106
12,Giannis Antetokounmpo\antetgi01,PF,27,MIL,67,67,2204,15.0,27.1,.553,1.5,5.3,.293,13.5,21.9,.616,12.1,16.7,.722,2.9,14.0,17.0,8.5,1.6,2.0,4.8,4.6,43.6,0.0,124,106
13,Thanasis Antetokounmpo\antetth01,SF,29,MIL,48,6,473,7.1,13.0,.547,0.2,1.4,.143,6.9,11.6,.596,2.9,4.7,.630,4.1,6.2,10.3,2.2,1.6,1.2,2.6,6.9,17.4,0.0,113,112
14,Carmelo Anthony\anthoca01,PF,37,LAL,69,3,1793,8.5,19.3,.441,4.0,10.6,.375,4.5,8.7,.521,3.5,4.3,.830,1.7,6.0,7.7,1.8,1.3,1.4,1.6,4.4,24.6,0.0,114,114
15,Cole Anthony\anthoco01,PG,21,ORL,65,65,2059,8.4,21.4,.391,3.1,9.2,.338,5.3,12.2,.432,5.1,5.9,.854,0.8,7.4,8.2,8.7,1.1,0.4,4.0,4.0,24.9,0.0,103,114
16,OG Anunoby\anunoog01,SF,24,TOR,48,48,1728,8.9,20.2,.443,3.3,9.2,.363,5.6,11.0,.511,2.6,3.4,.754,2.1,5.5,7.6,3.6,2.1,0.7,2.3,3.8,23.8,0.0,112,111
17,Ryan Arcidiacono\arcidry01,PG,27,NYK,10,0,76,3.9,7.9,.500,2.6,5.9,.444,1.3,2.0,.667,0.0,0.0,0.0,0.0,5.3,5.3,2.6,0.7,0.0,2.0,3.3,10.5,0.0,111,115
18,Trevor Ariza\arizatr01,SF,36,LAL,24,11,462,3.4,10.3,.333,2.1,7.7,.270,1.3,2.6,.520,1.0,1.9,.556,1.0,7.5,8.5,2.8,1.3,0.6,1.1,2.1,10.0,0.0,97,114
19,D.J. Augustin\augusdj01,PG,34,TOT,55,2,883,5.1,12.0,.423,3.7,8.9,.415,1.4,3.1,.448,2.1,2.3,.884,0.6,3.1,3.7,5.8,0.9,0.1,3.0,2.1,15.9,0.0,112,120
20,Deni Avdija\avdijde01,SF,21,WAS,82,8,1984,6.2,14.4,.432,2.0,6.5,.317,4.2,8.0,.525,2.6,3.4,.757,1.3,9.3,10.6,4.2,1.5,1.1,2.2,4.7,17.1,0.0,106,113
21,Joel Ayayi\ayayijo01,SG,21,WAS,7,0,20,2.5,14.8,.167,0.0,2.5,.000,2.5,12.4,.200,0.0,0.0,0.0,2.5,4.9,7.4,9.9,0.0,0.0,0.0,0.0,4.9,0.0,79,120
22,Deandre Ayton\aytonde01,C,23,PHO,58,58,1713,12.4,19.6,.634,0.2,0.5,.368,12.2,19.0,.642,3.0,4.0,.746,4.2,12.5,16.7,2.4,1.1,1.1,2.6,4.0,28.0,0.0,124,105
23,Udoka Azubuike\azubuud01,C,22,UTA,17,6,195,9.4,12.4,.755,0.0,0.0,0.0,9.4,12.4,.755,1.5,2.8,.545,4.6,13.4,18.0,0.0,0.3,2.8,3.0,6.3,20.3,0.0,124,107
24,Marvin Bagley III\baglema01,PF,22,TOT,48,25,1146,9.5,18.8,.504,1.0,4.1,.237,8.5,14.7,.579,2.8,4.3,.663,4.4,9.8,14.3,1.5,0.9,0.8,1.6,3.9,22.8,0.0,112,114
25,LaMelo Ball\ballla01,PG,20,CHO,75,75,2422,10.7,24.8,.429,4.4,11.2,.389,6.3,13.7,.462,4.2,4.8,.872,2.1,7.8,9.9,11.3,2.4,0.6,4.9,4.7,29.9,0.0,111,112
26,Lonzo Ball\balllo01,PG,24,CHI,35,35,1212,6.5,15.4,.423,4.4,10.5,.423,2.1,5.0,.423,0.8,1.1,.750,1.4,6.2,7.7,7.2,2.6,1.2,3.3,3.4,18.3,0.0,110,111
27,Mo Bamba\bambamo01,C,23,ORL,71,69,1824,7.8,16.4,.480,2.8,7.5,.381,5.0,8.9,.563,1.5,1.9,.781,3.9,11.2,15.2,2.3,1.0,3.1,2.0,4.8,20.0,0.0,113,108
28,Desmond Bane\banede01,SF,23,MEM,76,76,2266,10.7,23.2,.461,4.8,11.0,.436,5.9,12.2,.484,3.0,3.3,.903,1.0,6.1,7.1,4.4,1.9,0.6,2.3,4.1,29.2,0.0,119,110
29,Dalano Banton\bantoda01,PG,22,TOR,64,1,696,6.0,14.5,.411,0.9,3.7,.255,5.0,10.8,.464,1.9,3.2,.591,2.7,6.2,8.9,7.1,2.0,0.7,3.8,4.9,14.7,0.0,98,111
30,Cat Barber\barbeca01,PG,27,ATL,3,0,13,0.0,15.1,.000,0.0,0.0,0.0,0.0,15.1,.000,0.0,15.1,.000,3.8,7.6,11.3,11.3,0.0,0.0,3.8,3.8,0.0,0.0,38,119
31,Harrison Barnes\barneha02,PF,29,SAC,77,77,2587,7.3,15.5,.469,2.6,6.7,.394,4.6,8.8,.525,6.3,7.7,.826,1.5,6.5,8.0,3.5,1.0,0.3,2.2,1.7,23.5,0.0,121,118
32,Scottie Barnes\barnesc01,PF,20,TOR,74,74,2617,8.8,17.8,.492,1.1,3.7,.301,7.7,14.1,.543,3.0,4.1,.735,3.7,6.9,10.6,4.9,1.5,1.1,2.6,3.7,21.7,0.0,116,111
33,RJ Barrett\barrerj01,SF,21,NYK,70,70,2417,10.1,24.7,.408,2.9,8.4,.342,7.2,16.4,.442,6.0,8.4,.714,1.4,7.1,8.4,4.3,0.9,0.3,3.1,2.9,29.0,0.0,103,113
34,Will Barton\bartowi01,SG,31,DEN,71,71,2277,8.4,19.3,.438,3.4,9.3,.365,5.1,10.0,.504,2.2,2.7,.803,0.9,6.4,7.3,5.9,1.2,0.7,2.7,2.5,22.5,0.0,108,114
35,Paris Bass\basspa01,SF,26,PHO,2,0,7,13.7,41.2,.333,0.0,13.7,.000,13.7,27.5,.500,13.7,13.7,1.000,13.7,13.7,27.5,0.0,6.9,0.0,13.7,13.7,41.2,0.0,82,92
36,Charles Bassey\bassech01,PF,21,PHI,23,0,168,8.9,14.0,.638,0.0,1.2,.000,8.9,12.8,.698,2.7,3.6,.750,6.5,11.9,18.4,2.1,1.5,5.0,2.4,9.5,20.5,0.0,129,103
37,Keita Bates-Diop\bateske01,SF,26,SAS,59,14,956,6.8,13.2,.517,0.9,2.8,.309,6.0,10.4,.572,2.3,3.1,.754,3.1,8.5,11.6,2.1,1.4,0.7,2.3,3.1,16.8,0.0,111,112
38,Nicolas Batum\batumni01,PF,33,LAC,59,54,1462,6.0,13.0,.463,3.6,9.0,.400,2.4,3.9,.607,0.8,1.3,.658,1.0,7.5,8.5,3.4,1.9,1.4,1.3,2.7,16.5,0.0,118,109
39,Kent Bazemore\bazemke01,SF,32,LAL,39,14,545,4.0,12.2,.324,2.6,7.0,.363,1.4,5.2,.271,1.1,1.5,.765,1.1,4.9,6.1,3.0,2.2,0.8,1.8,6.2,11.6,0.0,93,113
40,Darius Bazley\bazleda01,PF,21,OKC,69,53,1924,6.9,16.4,.422,2.0,6.8,.297,4.9,9.6,.511,3.0,4.3,.688,1.8,9.2,11.0,2.5,1.5,1.8,2.3,1.7,18.9,0.0,101,111
41,Bradley Beal\bealbr01,SG,28,WAS,40,40,1439,12.0,26.5,.451,2.2,7.2,.300,9.8,19.3,.508,5.8,7.0,.833,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,0.0,106,117
42,Malik Beasley\beaslma01,SG,25,MIN,79,18,1976,8.0,20.5,.391,5.8,15.3,.377,2.2,5.1,.432,1.2,1.4,.817,0.6,4.8,5.5,2.8,1.0,0.3,1.0,2.1,22.9,0.0,111,116
43,Jordan Bell\belljo01,C,27,CHI,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0.0,24.4,0.0,24.4,0.0,0.0,48.8,0.0,0.0,223,65
44,DeAndre' Bembry\bembrde01,SF,27,TOT,56,20,1026,5.9,10.4,.561,0.7,1.7,.417,5.1,8.7,.589,1.0,1.7,.600,2.0,5.7,7.7,3.1,2.3,1.2,1.5,5.3,13.4,0.0,119,112
45,Dāvis Bertāns\bertada01,PF,29,TOT,56,0,807,6.1,17.0,.360,4.8,14.2,.335,1.4,2.8,.489,2.2,2.5,.900,0.7,6.5,7.2,1.9,1.0,0.7,1.2,5.2,19.2,0.0,106,114
46,Patrick Beverley\beverpa01,PG,33,MIN,58,54,1476,5.7,14.1,.406,2.7,7.8,.343,3.0,6.3,.485,3.1,4.3,.722,2.0,5.7,7.7,8.6,2.2,1.7,2.4,5.6,17.2,0.0,119,111
47,Saddiq Bey\beysa01,SF,22,DET,82,82,2704,8.1,20.5,.396,3.8,11.0,.346,4.3,9.5,.454,3.8,4.6,.827,1.9,6.0,8.0,4.2,1.3,0.3,1.7,2.3,23.8,0.0,110,116
48,Khem Birch\birchkh01,C,29,TOR,55,28,991,4.9,10.1,.485,0.0,0.7,.000,4.9,9.4,.522,2.7,3.6,.746,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,0.0,124,111
49,Goga Bitadze\bitadgo01,C,22,IND,50,16,729,8.8,16.9,.520,1.5,5.4,.288,7.3,11.6,.628,4.3,6.3,.681,5.3,6.6,11.9,3.7,1.4,2.8,3.1,7.2,23.4,0.0,118,114
50,Bismack Biyombo\biyombi01,C,29,PHO,36,3,506,8.2,13.8,.593,0.0,0.0,0.0,8.2,13.8,.593,3.6,6.8,.535,6.0,9.9,15.9,2.2,1.1,2.5,2.4,6.7,20.0,0.0,119,105
51,Nemanja Bjelica\bjeline01,C,33,GSW,71,0,1142,6.8,14.6,.468,2.3,6.4,.362,4.5,8.2,.549,2.5,3.5,.728,2.6,9.9,12.6,6.8,1.8,1.1,3.7,5.5,18.5,0.0,111,105
52,Eric Bledsoe\bledser01,PG,32,LAC,54,29,1361,7.1,16.8,.421,1.8,5.9,.313,5.3,11.0,.479,3.2,4.2,.761,1.0,5.5,6.6,8.1,2.5,0.7,4.2,3.1,19.2,0.0,100,110
53,Keljin Blevins\blevike01,SF,26,POR,31,1,349,4.8,15.5,.306,2.9,10.1,.292,1.8,5.5,.333,0.8,1.5,.545,2.2,4.1,6.3,2.7,1.8,0.1,2.4,4.1,13.3,0.0,86,119
54,Bogdan Bogdanović\bogdabo01,SG,29,ATL,63,27,1848,9.1,21.1,.431,4.5,12.2,.368,4.6,8.9,.516,2.6,3.1,.843,0.8,5.9,6.6,5.2,1.8,0.4,1.9,3.5,25.3,0.0,114,116
55,Bojan Bogdanović\bogdabo02,PF,32,UTA,69,69,2131,9.8,21.5,.455,4.2,10.9,.387,5.6,10.7,.524,5.2,6.0,.858,1.3,5.5,6.9,2.8,0.8,0.0,2.7,2.7,28.9,0.0,116,115
56,Bol Bol\bolbo01,PF,22,DEN,14,0,81,9.1,16.4,.556,0.6,2.4,.250,8.5,13.9,.609,1.2,3.0,.400,2.4,9.7,12.1,3.0,0.6,1.2,2.4,2.4,20.0,0.0,107,112
57,Leandro Bolmaro\bolmale01,SF,21,MIN,35,2,241,3.4,10.7,.315,1.0,3.6,.278,2.4,7.1,.333,2.2,2.6,.846,3.2,5.3,8.5,4.1,1.2,0.0,2.6,5.1,9.9,0.0,96,115
58,Isaac Bonga\bongais01,SF,22,TOR,15,0,69,2.2,9.4,.231,0.7,2.9,.250,1.4,6.5,.222,3.6,5.8,.625,2.9,2.2,5.1,2.9,5.8,1.4,1.4,7.2,8.7,0.0,92,104
59,Devin Booker\bookede01,SG,25,PHO,68,68,2345,13.6,29.2,.466,3.8,9.8,.383,9.8,19.4,.508,6.5,7.4,.868,0.9,6.1,7.0,6.8,1.6,0.5,3.3,3.7,37.4,0.0,113,109
60,Brandon Boston Jr.\bostobr01,SG,20,LAC,51,0,760,8.1,21.0,.385,2.2,7.2,.306,5.9,13.8,.425,3.8,4.6,.819,1.1,6.1,7.2,3.3,1.7,0.8,2.0,2.8,22.1,0.0,98,111
61,Chris Boucher\bouchch01,PF,29,TOR,80,9,1690,7.9,17.1,.464,2.0,6.8,.297,5.9,10.3,.575,4.4,5.7,.777,5.3,9.3,14.6,0.7,1.4,2.2,1.2,5.1,22.3,0.0,124,108
62,James Bouknight\bouknja01,SG,21,CHO,31,0,304,7.7,22.3,.348,2.7,7.7,.347,5.1,14.5,.348,4.3,4.9,.871,3.5,4.7,8.2,4.1,1.1,0.2,2.4,4.6,22.4,0.0,100,117
63,Avery Bradley\bradlav01,SG,31,LAL,62,45,1406,5.0,11.9,.423,2.8,7.2,.390,2.3,4.8,.471,0.5,0.6,.889,1.1,3.6,4.6,1.6,1.8,0.3,1.3,4.0,13.4,0.0,106,116
64,Tony Bradley\bradlto01,C,24,CHI,55,7,549,6.4,10.9,.585,0.0,0.0,0.0,6.4,10.9,.585,1.7,2.6,.655,6.0,10.6,16.5,2.4,0.9,2.9,3.0,5.5,14.5,0.0,115,110
65,Ignas Brazdeikis\brazdig01,SF,23,ORL,42,1,536,7.3,17.0,.431,2.4,7.9,.310,4.9,9.1,.535,1.9,2.9,.656,2.1,4.4,6.5,3.3,0.9,0.3,1.5,4.3,19.0,0.0,106,116
66,Mikal Bridges\bridgmi01,SF,25,PHO,82,82,2854,7.7,14.5,.534,1.9,5.3,.369,5.8,9.2,.628,2.2,2.6,.834,1.2,4.6,5.9,3.1,1.6,0.6,1.1,2.5,19.6,0.0,125,110
67,Miles Bridges\bridgmi02,PF,23,CHO,80,80,2837,10.1,20.5,.491,2.6,7.9,.331,7.5,12.7,.590,4.5,5.6,.802,1.5,7.9,9.5,5.1,1.3,1.1,2.5,3.3,27.3,0.0,117,114
68,Oshae Brissett\brissos01,SF,23,IND,67,25,1564,6.5,15.8,.411,2.6,7.4,.350,3.9,8.4,.465,3.6,5.1,.695,3.4,7.8,11.2,2.3,1.4,0.9,1.7,3.6,19.2,0.0,112,116
69,Malcolm Brogdon\brogdma01,PG,29,IND,36,36,1206,9.9,22.1,.448,2.4,7.6,.312,7.5,14.5,.518,5.8,6.8,.856,1.3,6.2,7.5,8.6,1.2,0.6,3.1,2.9,27.9,0.0,116,118
70,Armoni Brooks\brookar01,SG-PG,23,TOT,54,11,844,5.6,16.4,.339,4.2,14.2,.297,1.4,2.3,.600,1.0,1.2,.857,1.1,4.7,5.9,3.5,1.6,0.6,1.5,4.2,16.4,0.0,101,117
71,Dillon Brooks\brookdi01,SF,26,MEM,32,31,885,12.3,28.4,.432,2.5,8.1,.309,9.8,20.4,.480,4.9,5.7,.849,1.6,3.9,5.5,4.8,1.9,0.4,2.7,5.7,31.9,0.0,108,112
72,Bruce Brown\brownbr01,SF,25,BRK,72,45,1774,7.0,13.8,.506,1.0,2.6,.404,6.0,11.3,.529,2.7,3.5,.758,2.7,6.7,9.4,4.0,2.1,1.4,1.5,4.8,17.7,0.0,121,111
73,Charlie Brown Jr.\brownch02,SG,24,TOT,22,2,177,2.8,11.0,.256,0.3,3.4,.083,2.5,7.6,.333,2.5,2.8,.900,3.9,5.1,9.0,1.7,2.8,1.1,1.4,5.1,8.5,0.0,88,109
74,Chaundee Brown Jr.\brownch05,SG-SF,23,TOT,5,2,104,4.7,15.0,.313,2.8,8.5,.333,1.9,6.6,.286,2.4,2.8,.833,0.5,7.1,7.5,1.9,0.9,0.0,0.5,3.3,14.6,0.0,98,117
75,Greg Brown III\browngr01,SF,20,POR,48,6,640,6.2,14.5,.426,1.5,4.7,.311,4.7,9.8,.481,3.4,5.0,.677,2.9,7.4,10.3,2.7,2.0,1.8,2.7,6.9,17.2,0.0,102,114
76,Jaylen Brown\brownja02,SF,25,BOS,66,66,2220,12.9,27.2,.473,3.7,10.4,.358,9.2,16.9,.544,5.4,7.1,.758,1.2,7.9,9.0,5.2,1.6,0.4,4.0,3.6,34.9,0.0,109,108
77,Moses Brown\brownmo01,C,22,TOT,40,6,345,9.3,15.7,.593,0.0,0.0,0.0,9.3,15.7,.593,6.2,10.5,.597,5.7,13.9,19.6,0.1,1.0,2.3,2.9,7.7,24.8,0.0,115,105
78,Sterling Brown\brownst02,SG,26,DAL,49,3,628,4.7,12.4,.381,2.2,7.4,.304,2.5,5.0,.492,1.1,1.2,.933,2.1,9.9,11.9,2.7,1.1,0.6,1.8,4.5,12.8,0.0,102,109
79,Troy Brown Jr.\browntr01,SF,22,CHI,66,7,1055,5.0,11.9,.419,2.2,6.2,.353,2.8,5.8,.488,0.9,1.2,.769,1.8,7.6,9.4,3.1,1.7,0.2,1.2,2.9,13.1,0.0,110,114
80,Jalen Brunson\brunsja01,PG,25,DAL,79,61,2524,10.1,20.1,.502,1.9,5.0,.373,8.2,15.1,.545,3.6,4.2,.840,0.9,5.3,6.2,7.5,1.3,0.1,2.5,3.0,25.6,0.0,118,112
81,Thomas Bryant\bryanth01,C,24,WAS,27,9,439,8.7,16.7,.520,1.4,4.7,.286,7.3,11.9,.613,3.9,4.5,.875,2.9,9.2,12.2,2.6,0.7,2.4,2.1,4.8,22.6,0.0,118,113
82,Shaq Buchanan\buchash01,PG,25,MEM,2,0,10,4.8,19.1,.250,0.0,9.6,.000,4.8,9.6,.500,0.0,0.0,0.0,4.8,4.8,9.6,9.6,4.8,0.0,9.6,4.8,9.6,0.0,61,106
83,Reggie Bullock\bullore01,SF,30,DAL,68,37,1902,5.3,13.3,.401,3.7,10.4,.360,1.6,2.9,.550,1.1,1.3,.833,0.9,5.5,6.4,2.2,1.1,0.4,1.1,2.9,15.4,0.0,111,112
84,Trey Burke\burketr01,PG,29,DAL,42,0,441,9.6,24.5,.391,3.0,9.4,.317,6.6,15.2,.436,2.3,2.6,.870,0.5,3.3,3.8,6.5,1.4,0.0,3.0,4.5,24.4,0.0,97,113
85,Alec Burks\burksal01,SG,30,NYK,81,44,2318,6.2,15.7,.391,3.4,8.4,.404,2.8,7.3,.378,4.7,5.7,.822,1.0,7.6,8.6,5.2,1.8,0.6,2.0,4.6,20.4,0.0,117,110
86,Jared Butler\butleja02,SG,21,UTA,42,1,360,8.4,20.7,.404,3.8,12.1,.318,4.5,8.6,.524,1.5,2.2,.688,0.7,5.5,6.2,8.6,2.3,1.1,4.5,6.5,22.1,0.0,102,109
87,Jimmy Butler\butleji01,SF,32,MIA,57,57,1931,10.3,21.5,.480,0.7,3.0,.233,9.6,18.5,.520,10.3,11.8,.870,2.6,6.1,8.7,8.1,2.4,0.7,3.1,2.3,31.6,0.0,124,108
88,Devontae Cacok\cacokde01,PF,25,SAS,15,0,121,8.3,12.3,.677,0.0,0.0,0.0,8.3,12.3,.677,1.6,2.8,.571,3.2,13.5,16.7,2.4,3.2,2.8,1.2,6.3,18.2,0.0,132,102
89,Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,77,77,2329,7.7,17.6,.435,3.4,8.7,.390,4.3,8.9,.480,2.9,3.3,.890,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3.0,21.6,0.0,109,116
90,Facundo Campazzo\campafa01,PG,30,DEN,65,4,1184,4.4,12.3,.361,2.4,8.0,.301,2.0,4.3,.476,2.5,3.2,.769,1.0,3.9,4.8,9.1,2.6,1.0,2.8,5.1,13.8,0.0,109,111
91,Vlatko Čančar\cancavl01,PF,24,DEN,15,1,176,6.4,11.4,.561,2.0,3.3,.583,4.5,8.1,.552,2.5,3.9,.643,2.2,6.4,8.6,4.7,0.6,0.8,2.5,5.0,17.3,0.0,122,115
92,Devin Cannady\cannade01,PG,25,ORL,5,0,145,5.0,14.7,.341,5.0,12.3,.405,0.0,2.3,.000,1.7,2.3,.714,0.3,1.7,2.0,3.3,1.7,1.0,1.7,3.0,16.7,0.0,103,115
93,Clint Capela\capelca01,C,27,ATL,74,73,2042,8.9,14.5,.613,0.0,0.0,.000,8.9,14.5,.614,1.9,4.1,.473,6.7,14.4,21.1,2.2,1.3,2.2,1.1,4.0,19.7,0.0,132,109
94,Vernon Carey Jr.\careyve01,C,20,TOT,7,1,44,7.8,14.4,.538,0.0,0.0,0.0,7.8,14.4,.538,6.7,14.4,.462,8.9,4.4,13.3,0.0,2.2,1.1,3.3,4.4,22.2,0.0,108,114
95,Jevon Carter\carteje01,PG,26,TOT,66,3,905,5.2,13.5,.387,3.5,9.1,.388,1.7,4.4,.386,0.8,1.0,.833,0.7,5.1,5.9,5.1,1.3,0.7,1.8,3.6,14.8,0.0,110,114
96,Wendell Carter Jr.\cartewe01,C,22,ORL,62,61,1852,9.4,17.9,.525,1.8,5.6,.327,7.5,12.3,.615,3.7,5.4,.691,3.6,13.3,16.9,4.5,0.9,1.1,3.1,4.4,24.3,0.0,115,110
97,Alex Caruso\carusal01,SG,27,CHI,41,18,1147,4.3,10.9,.398,1.8,5.4,.333,2.6,5.5,.462,2.5,3.1,.795,1.4,4.9,6.3,7.0,3.0,0.6,2.4,4.5,12.9,0.0,110,112
98,Willie Cauley-Stein\caulewi01,C,28,TOT,20,2,183,4.4,9.6,.457,0.3,0.5,.500,4.1,9.1,.455,0.3,0.5,.500,3.6,7.4,11.0,2.7,1.6,0.8,1.9,5.2,9.3,0.0,103,109
99,Ahmad Caver\caverah01,PG,25,IND,1,0,1,49.0,49.0,1.000,0.0,0.0,0.0,49.0,49.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,200,125
100,Justin Champagnie\champju01,SF,20,TOR,36,0,281,5.5,11.9,.463,1.8,5.0,.357,3.7,6.9,.538,1.6,1.6,1.000,6.6,6.2,12.8,2.0,1.4,0.7,1.4,5.7,14.4,0.0,128,112
