Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0.0,ORtg,DRtg
101,Zylan Cheatham\cheatzy01,SF,26,UTA,1,0,5,0.0,29.7,.000,0.0,19.8,.000,0.0,9.9,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120
102,Chris Chiozza\chiozch01,PG,26,GSW,34,1,372,3.1,10.6,.296,2.2,6.9,.321,0.9,3.7,.250,0.3,0.4,.667,1.2,3.5,4.7,8.5,1.7,0.0,4.2,4.2,8.8,0.0,88,110
103,Marquese Chriss\chrisma01,PF,24,DAL,34,0,346,9.0,19.5,.463,1.2,3.6,.320,7.9,15.9,.495,3.2,4.8,.667,4.8,10.2,15.0,2.5,1.9,1.7,2.5,9.3,22.4,0.0,107,105
104,Josh Christopher\chrisjo01,SG,20,HOU,74,2,1334,8.0,17.8,.448,2.0,6.7,.296,6.0,11.1,.540,3.0,4.0,.735,1.9,4.8,6.6,5.4,2.3,0.5,4.1,3.5,20.9,0.0,101,117
105,Gary Clark\clarkga01,PF,27,NOP,38,1,378,4.3,11.5,.375,3.7,9.1,.400,0.7,2.4,.278,0.9,1.3,.700,3.0,8.7,11.8,2.4,1.7,0.9,1.3,2.6,13.2,0.0,116,112
106,Brandon Clarke\clarkbr01,PF,25,MEM,64,1,1246,11.1,17.2,.644,0.2,0.8,.227,10.9,16.3,.666,3.3,5.0,.654,5.2,7.9,13.1,3.3,1.5,2.6,1.3,4.7,25.6,0.0,138,108
107,Jordan Clarkson\clarkjo01,SG,29,UTA,79,1,2141,10.8,25.7,.419,4.4,13.8,.318,6.4,11.9,.535,3.3,4.0,.828,1.5,4.8,6.3,4.5,1.5,0.4,3.0,3.4,29.2,0.0,108,113
108,Nic Claxton\claxtni01,C,22,BRK,47,19,974,8.9,13.1,.674,0.0,0.0,0.0,8.9,13.1,.674,2.7,4.6,.581,4.5,8.6,13.1,2.1,1.2,2.5,1.9,5.5,20.4,0.0,130,111
109,Amir Coffey\coffeam01,SG,24,LAC,69,30,1567,6.6,14.6,.453,3.0,7.9,.378,3.6,6.6,.542,3.2,3.7,.863,0.8,5.3,6.2,3.9,1.2,0.5,1.4,2.7,19.4,0.0,120,113
110,John Collins\collijo01,PF,24,ATL,54,53,1663,10.0,19.0,.526,1.9,5.2,.364,8.1,13.8,.588,4.0,5.0,.793,2.7,9.7,12.5,2.9,1.0,1.7,1.8,4.8,25.9,0.0,122,114
111,Zach Collins\colliza01,PF,24,SAS,28,4,502,7.3,14.8,.490,1.3,3.9,.341,5.9,10.9,.544,5.0,6.2,.800,4.4,10.2,14.6,5.8,1.2,2.2,4.3,6.4,20.8,0.0,112,109
112,Darren Collison\collida01,PG,34,LAL,3,0,37,2.6,9.1,.286,0.0,3.9,.000,2.6,5.2,.500,0.0,0.0,0.0,0.0,5.2,5.2,2.6,1.3,0.0,1.3,6.5,5.2,0.0,65,116
113,Mike Conley\conlemi01,PG,34,UTA,72,72,2058,8.3,19.0,.435,4.1,9.9,.408,4.2,9.1,.464,3.1,3.9,.796,1.1,4.1,5.2,9.2,2.3,0.5,3.0,3.4,23.7,0.0,120,111
114,Pat Connaughton\connapa01,SG,29,MIL,65,19,1691,6.4,14.1,.458,4.1,10.5,.395,2.3,3.6,.643,1.3,1.5,.833,1.3,6.5,7.8,2.3,1.7,0.4,1.0,2.4,18.3,0.0,124,113
115,Tyler Cook\cookty01,PF,24,CHI,20,2,200,5.6,9.3,.605,0.0,0.0,0.0,5.6,9.3,.605,5.1,7.8,.656,3.9,9.0,12.9,0.7,1.0,1.0,1.7,6.8,16.4,0.0,126,113
116,Sharife Cooper\coopesh01,PG,20,ATL,13,0,39,3.8,17.6,.214,1.3,7.6,.167,2.5,10.1,.250,0.0,0.0,0.0,0.0,6.3,6.3,6.3,0.0,0.0,6.3,1.3,8.8,0.0,53,120
117,Petr Cornelie\cornepe01,PF,26,DEN,13,0,38,6.5,19.4,.333,1.3,10.3,.125,5.2,9.0,.571,3.9,5.2,.750,9.0,9.0,18.1,3.9,1.3,1.3,5.2,9.0,18.1,0.0,93,111
118,DeMarcus Cousins\couside01,C,31,TOT,48,7,718,10.1,21.9,.460,2.5,8.3,.303,7.6,13.7,.554,6.4,8.5,.760,5.0,13.3,18.3,4.8,2.4,1.4,5.8,9.4,29.1,0.0,105,106
119,Robert Covington\covinro01,PF-SF,31,TOT,71,42,1940,5.3,12.6,.420,3.2,8.5,.378,2.0,4.0,.509,1.5,1.7,.841,1.5,8.4,9.9,2.3,2.6,2.3,1.9,4.8,15.2,0.0,108,110
120,Torrey Craig\craigto01,SF,31,TOT,78,16,1596,6.1,13.4,.454,2.3,7.1,.329,3.8,6.3,.594,1.2,1.6,.750,2.6,6.8,9.5,2.8,1.4,1.1,2.0,4.6,15.7,0.0,110,113
121,Jae Crowder\crowdja01,PF,31,PHO,67,67,1886,5.5,13.9,.399,3.2,9.3,.348,2.3,4.6,.503,1.8,2.3,.789,0.8,8.3,9.0,3.2,2.4,0.8,1.4,4.4,16.1,0.0,109,105
122,Jarrett Culver\culveja01,SG,22,MEM,37,0,338,7.2,19.1,.378,1.7,6.7,.255,5.5,12.5,.443,2.3,4.8,.471,1.8,5.0,6.8,4.7,2.8,0.7,2.8,5.9,18.4,0.0,93,109
123,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,12,4.1,8.1,.500,0.0,4.1,.000,4.1,4.1,1.000,0.0,0.0,0.0,4.1,8.1,12.2,4.1,0.0,0.0,0.0,8.1,8.1,0.0,136,121
124,Cade Cunningham\cunnica01,PG,20,DET,64,64,2088,10.0,24.1,.416,2.7,8.5,.314,7.4,15.6,.472,3.3,3.9,.845,1.4,6.9,8.3,8.3,1.8,1.0,5.5,4.7,26.0,0.0,96,113
125,Seth Curry\curryse01,SG,31,TOT,64,64,2135,8.3,17.1,.487,3.7,8.7,.422,4.7,8.5,.553,1.9,2.2,.872,0.5,4.1,4.6,5.3,1.2,0.3,2.5,3.4,22.3,0.0,115,115
126,Stephen Curry\curryst01,PG,33,GSW,64,64,2211,11.8,27.0,.437,6.3,16.5,.380,5.5,10.5,.527,6.1,6.6,.923,0.7,6.6,7.4,8.9,1.9,0.5,4.5,2.9,35.9,0.0,115,108
127,Anthony Davis\davisan02,C,28,LAL,40,40,1404,12.6,23.7,.532,0.4,2.4,.186,12.2,21.3,.571,5.9,8.3,.713,3.6,9.8,13.5,4.2,1.7,3.1,2.8,3.3,31.6,0.0,115,109
128,Ed Davis\davised01,C,32,CLE,31,3,201,2.7,4.0,.688,0.0,0.0,0.0,2.7,4.0,.688,1.5,3.5,.429,3.5,12.4,15.9,1.7,0.7,2.2,1.2,8.2,7.0,0.0,126,106
129,Terence Davis\daviste02,SG,24,SAC,30,11,536,10.1,24.0,.423,4.4,13.4,.329,5.7,10.6,.542,3.2,3.9,.818,1.0,7.5,8.4,3.6,2.2,1.0,3.0,6.3,27.9,0.0,103,113
130,Gabriel Deck\deckga01,PF,26,OKC,7,0,56,7.0,12.2,.571,1.7,3.5,.500,5.2,8.7,.600,0.0,0.0,0.0,0.9,4.3,5.2,4.3,0.9,0.0,1.7,1.7,15.7,0.0,121,117
131,Dewayne Dedmon\dedmode01,C,32,MIA,67,15,1065,7.7,13.6,.566,0.9,2.2,.404,6.8,11.4,.597,3.5,4.7,.750,4.9,13.2,18.1,2.2,1.1,2.0,3.3,8.2,19.8,0.0,117,105
132,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
133,Javin DeLaurier\delauja01,C,23,MIL,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,74
134,DeMar DeRozan\derozde01,PF,32,CHI,76,76,2743,13.8,27.3,.504,0.9,2.5,.352,12.9,24.8,.520,9.3,10.6,.877,1.0,6.0,7.0,6.7,1.2,0.4,3.2,3.2,37.7,0.0,117,115
135,Mamadi Diakite\diakima01,PF,25,OKC,13,3,188,6.5,12.2,.532,0.0,1.3,.000,6.5,10.9,.595,1.6,2.9,.545,4.4,10.9,15.3,0.5,1.3,2.3,1.8,8.6,14.5,0.0,107,109
136,Cheick Diallo\diallch01,C,25,DET,3,0,31,4.7,12.6,.375,0.0,0.0,0.0,4.7,12.6,.375,7.9,9.4,.833,6.3,12.6,18.9,0.0,1.6,0.0,1.6,9.4,17.3,0.0,115,111
137,Hamidou Diallo\diallha01,SG,23,DET,58,29,1269,10.0,20.2,.496,0.9,3.6,.247,9.2,16.6,.550,3.5,5.4,.650,2.7,8.0,10.7,2.8,2.7,0.7,2.2,5.5,24.5,0.0,107,111
138,Gorgui Dieng\dienggo01,C,32,ATL,44,3,371,7.0,14.8,.473,3.8,9.0,.426,3.2,5.8,.545,2.5,3.4,.731,4.2,11.8,16.0,4.5,1.5,1.7,2.6,6.9,20.4,0.0,123,111
139,Spencer Dinwiddie\dinwisp01,PG,28,TOT,67,51,1980,7.7,18.5,.416,2.8,8.3,.339,4.9,10.2,.479,4.9,6.3,.774,1.1,5.9,7.0,8.7,1.1,0.3,2.6,3.8,23.1,0.0,114,115
140,Donte DiVincenzo\divindo01,SG,25,TOT,42,1,1006,5.6,16.1,.351,3.5,10.4,.339,2.1,5.6,.373,3.3,4.0,.843,1.9,6.2,8.1,5.6,2.3,0.4,3.4,3.3,18.2,0.0,102,113
141,Luka Dončić\doncilu01,PG,22,DAL,65,65,2301,14.0,30.7,.457,4.4,12.4,.353,9.6,18.2,.528,8.0,10.7,.744,1.2,11.7,13.0,12.4,1.6,0.8,6.4,3.2,40.4,0.0,110,107
142,Luguentz Dort\dortlu01,SF,22,OKC,51,51,1665,8.6,21.2,.404,3.8,11.4,.332,4.8,9.8,.487,4.7,5.6,.843,1.1,5.1,6.2,2.6,1.3,0.5,2.6,4.4,25.7,0.0,104,115
143,Ayo Dosunmu\dosunay01,SG,22,CHI,77,40,2110,6.4,12.4,.520,1.6,4.3,.376,4.8,8.1,.596,1.2,1.8,.679,0.6,4.3,5.0,5.9,1.4,0.7,2.5,4.2,15.7,0.0,113,115
144,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,21,4.8,9.5,.500,0.0,2.4,.000,4.8,7.1,.667,0.0,0.0,0.0,0.0,4.8,4.8,2.4,0.0,0.0,0.0,0.0,9.5,0.0,113,117
145,Devon Dotson\dotsode01,PG,22,CHI,11,0,85,6.3,13.2,.478,1.1,5.2,.222,5.2,8.0,.643,2.9,5.2,.556,0.6,4.6,5.2,8.6,0.6,0.0,2.9,6.3,16.7,0.0,109,118
146,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,16,15.0,24.0,.625,3.0,6.0,.500,12.0,18.0,.667,9.0,12.0,.750,6.0,12.0,18.0,0.0,9.0,6.0,6.0,3.0,41.9,0.0,117,87
147,Jeff Dowtin\dowtije01,PG,24,TOT,9,0,108,3.6,11.7,.308,0.4,4.0,.111,3.1,7.6,.412,0.9,0.9,1.000,3.6,4.5,8.1,4.5,2.2,0.4,2.2,2.2,8.5,0.0,87,112
148,PJ Dozier\doziepj01,SG,25,DEN,18,0,340,5.2,14.3,.364,2.2,6.9,.313,3.0,7.4,.412,1.4,1.9,.769,2.0,7.1,9.1,4.2,1.6,0.9,1.9,4.8,14.0,0.0,100,112
149,Goran Dragić\dragigo01,PG,35,TOT,21,8,498,5.6,14.8,.377,1.6,6.2,.254,4.0,8.6,.466,2.6,3.2,.818,1.3,5.1,6.4,8.4,1.9,0.4,3.3,4.4,15.4,0.0,102,114
150,Andre Drummond\drumman01,C,28,TOT,73,36,1437,8.5,14.9,.570,0.0,0.1,.000,8.5,14.8,.574,3.0,5.6,.524,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,0.0,114,102
151,Chris Duarte\duartch01,SG,24,IND,55,39,1541,8.5,19.7,.432,3.0,8.1,.369,5.5,11.6,.475,2.9,3.6,.804,1.3,5.9,7.2,3.6,1.8,0.3,2.9,3.0,22.9,0.0,104,117
152,David Duke Jr.\dukeda01,PG,22,BRK,22,7,341,5.5,15.4,.361,1.3,5.3,.243,4.3,10.1,.423,2.4,3.0,.810,4.3,5.3,9.5,2.4,2.0,1.0,1.3,5.1,14.8,0.0,104,113
153,Kris Dunn\dunnkr01,PG,27,POR,14,3,336,6.4,14.8,.431,0.1,1.6,.091,6.3,13.2,.473,2.5,2.6,.944,1.3,5.8,7.1,11.5,3.3,0.4,4.7,5.5,15.4,0.0,100,114
154,Kevin Durant\duranke01,PF,33,BRK,55,55,2047,13.7,26.4,.518,2.7,7.1,.383,11.0,19.3,.568,8.8,9.7,.910,0.7,9.0,9.6,8.3,1.1,1.2,4.5,2.7,38.9,0.0,121,112
155,Jaime Echenique\echenja01,C,24,WAS,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
156,Anthony Edwards\edwaran01,SG,20,MIN,72,72,2466,10.6,24.0,.441,4.1,11.6,.357,6.4,12.4,.519,4.2,5.4,.786,1.2,5.4,6.6,5.3,2.0,0.9,3.7,3.2,29.6,0.0,108,112
157,Carsen Edwards\edwarca01,SG,23,DET,4,0,79,5.6,18.5,.300,2.5,9.9,.250,3.1,8.6,.357,0.6,0.6,1.000,1.2,2.5,3.7,8.6,1.2,0.0,3.1,2.5,14.2,0.0,87,118
158,Kessler Edwards\edwarke02,SF,21,BRK,48,23,987,5.4,13.1,.412,2.4,6.7,.353,3.0,6.4,.473,0.8,0.9,.842,2.2,6.3,8.4,1.5,1.4,1.2,2.1,4.2,13.9,0.0,100,113
159,Rob Edwards\edwarro01,SG,25,OKC,2,0,11,4.4,17.7,.250,4.4,17.7,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,13.3,0.0,0.0,0.0,4.4,0.0,13.3,0.0,60,114
160,CJ Elleby\ellebcj01,SF,21,POR,58,28,1174,5.0,12.8,.393,1.5,5.2,.294,3.5,7.6,.462,2.5,3.5,.714,2.7,6.7,9.4,3.6,1.5,0.8,2.3,4.8,14.1,0.0,102,117
161,Wayne Ellington\ellinwa01,SG,34,LAL,43,9,810,5.8,14.0,.414,4.9,12.5,.389,0.9,1.5,.615,0.5,0.7,.818,0.6,4.0,4.6,1.8,1.4,0.3,1.1,2.5,17.0,0.0,113,116
162,Joel Embiid\embiijo01,C,27,PHI,68,68,2297,14.5,29.0,.499,2.0,5.5,.371,12.4,23.5,.529,14.2,17.4,.814,3.2,14.1,17.3,6.2,1.7,2.1,4.6,3.9,45.1,0.0,119,105
163,James Ennis III\ennisja01,SF,31,TOT,7,0,56,9.6,20.9,.458,2.6,7.0,.375,7.0,14.0,.500,3.5,4.4,.800,4.4,6.1,10.5,2.6,1.7,1.7,1.7,4.4,25.3,0.0,113,110
164,Drew Eubanks\eubandr01,C,24,TOT,71,31,1245,8.6,14.4,.596,0.2,0.9,.217,8.4,13.5,.621,3.9,5.1,.762,5.1,9.8,14.9,3.3,1.2,1.6,3.2,4.7,21.2,0.0,120,113
165,Tacko Fall\fallta01,C,26,CLE,11,1,59,4.2,10.2,.417,0.0,0.0,0.0,4.2,10.2,.417,1.7,5.9,.286,5.9,13.5,19.5,1.7,0.0,5.1,2.5,2.5,10.2,0.0,91,104
166,Derrick Favors\favorde01,C,30,OKC,39,18,653,7.0,13.6,.516,0.1,1.2,.125,6.9,12.4,.554,1.2,1.9,.640,4.3,9.4,13.7,1.9,1.3,0.9,0.7,4.6,15.4,0.0,118,112
167,Bruno Fernando\fernabr01,C,23,TOT,30,0,152,11.5,17.5,.655,0.3,0.6,.500,11.1,16.9,.660,4.8,7.6,.625,5.7,11.8,17.5,2.2,0.3,3.5,4.5,7.6,28.0,0.0,116,110
168,Dorian Finney-Smith\finnedo01,PF,28,DAL,80,80,2644,6.2,13.2,.471,3.3,8.3,.395,2.9,4.9,.599,1.1,1.6,.675,2.3,4.8,7.1,2.9,1.7,0.7,1.5,3.5,16.8,0.0,119,110
169,Malik Fitts\fittsma01,PF,24,TOT,15,0,63,6.3,14.9,.421,3.9,7.9,.500,2.4,7.1,.333,0.0,0.0,0.0,1.6,11.8,13.4,3.9,0.0,0.0,1.6,3.1,16.5,0.0,114,111
170,Malachi Flynn\flynnma01,PG,23,TOR,44,5,537,6.7,17.0,.393,2.8,8.4,.333,3.9,8.7,.452,1.4,2.2,.625,0.9,4.9,5.9,6.5,1.9,0.4,1.2,4.2,17.6,0.0,113,112
171,Bryn Forbes\forbebr01,SG,28,TOT,75,2,1286,8.7,20.3,.429,4.6,11.1,.414,4.1,9.2,.447,3.0,3.3,.908,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25.0,0.0,109,117
172,Aleem Ford\fordal03,SF,24,ORL,5,0,74,3.9,13.1,.300,1.3,9.8,.133,2.6,3.3,.800,0.0,0.0,0.0,1.3,8.5,9.8,1.3,0.7,0.0,2.6,4.6,9.2,0.0,67,115
173,Trent Forrest\forretr01,PG,23,UTA,60,6,765,4.9,10.0,.490,0.3,1.7,.185,4.6,8.3,.555,2.5,3.1,.792,1.5,4.9,6.4,6.8,1.9,0.4,3.1,2.8,12.6,0.0,111,112
174,Evan Fournier\fournev01,SG,29,NYK,80,80,2358,8.5,20.5,.417,5.1,13.1,.389,3.4,7.3,.465,1.7,2.4,.708,0.7,3.7,4.5,3.6,1.7,0.4,2.2,3.8,23.9,0.0,109,113
175,De'Aaron Fox\foxde01,PG,24,SAC,59,59,2083,11.9,25.2,.473,1.7,5.8,.297,10.2,19.5,.524,6.0,8.0,.750,0.6,4.8,5.3,7.6,1.6,0.6,3.9,4.0,31.6,0.0,107,117
176,Melvin Frazier\frazime01,SG,25,OKC,3,0,120,5.3,19.5,.271,0.4,8.5,.048,4.9,11.0,.444,2.0,2.8,.714,2.0,3.2,5.3,0.4,0.4,0.0,1.2,3.2,13.0,0.0,70,119
177,Tim Frazier\fraziti01,PG,31,TOT,12,3,208,3.3,10.5,.311,1.4,4.0,.353,1.9,6.5,.286,1.2,2.1,.556,1.2,3.3,4.4,7.9,0.7,0.2,3.5,6.3,9.1,0.0,87,117
178,Enes Freedom\kanteen01,C,29,BOS,35,1,411,6.2,11.7,.526,0.2,0.6,.400,5.9,11.1,.533,2.9,3.4,.857,7.4,12.0,19.3,1.0,0.6,1.7,2.4,5.1,15.5,0.0,121,105
179,Markelle Fultz\fultzma01,PG,23,ORL,18,3,360,11.2,23.5,.474,0.5,2.3,.235,10.6,21.2,.500,3.4,4.2,.806,0.5,6.0,6.6,13.3,2.7,0.7,5.4,3.0,26.2,0.0,102,111
180,Wenyen Gabriel\gabriwe01,PF,24,TOT,26,5,358,7.3,14.8,.491,1.1,3.8,.286,6.2,11.0,.561,3.4,5.6,.595,5.2,7.8,13.0,1.9,0.7,1.5,2.1,9.1,18.9,0.0,113,113
181,Daniel Gafford\gaffoda01,C,23,WAS,72,53,1444,9.8,14.1,.693,0.0,0.0,.000,9.8,14.0,.695,3.7,5.2,.699,5.3,8.6,13.9,2.3,1.0,3.4,2.2,5.8,23.2,0.0,134,111
182,Danilo Gallinari\gallida01,PF,33,ATL,66,18,1672,7.6,17.5,.434,3.3,8.6,.381,4.3,8.9,.485,4.1,4.6,.904,1.0,8.0,9.1,3.0,0.8,0.4,1.1,2.7,22.7,0.0,120,117
183,Langston Galloway\gallola01,SG,30,TOT,7,0,107,2.7,11.7,.231,0.9,7.2,.125,1.8,4.5,.400,0.0,0.0,0.0,1.4,6.8,8.1,5.4,0.5,0.0,2.7,3.2,6.3,0.0,70,116
184,Darius Garland\garlada01,PG,22,CLE,68,68,2430,11.1,24.1,.462,3.6,9.3,.383,7.6,14.8,.512,4.4,5.0,.892,0.8,3.8,4.6,12.0,1.8,0.1,5.1,2.4,30.3,0.0,112,112
185,Marcus Garrett\garrema01,SG,23,MIA,12,0,128,2.0,8.2,.238,0.4,1.6,.250,1.6,6.6,.235,0.8,2.0,.400,3.5,5.5,9.0,2.7,2.0,1.2,0.8,6.3,5.1,0.0,89,108
186,Usman Garuba\garubus01,PF,19,HOU,24,2,239,3.8,8.8,.432,1.0,4.0,.250,2.8,4.8,.583,1.0,1.4,.714,4.2,12.3,16.5,3.4,2.0,2.2,1.2,5.6,9.6,0.0,119,111
187,Luka Garza\garzalu01,C,23,DET,32,5,389,8.3,18.4,.449,2.0,6.1,.327,6.3,12.3,.510,4.8,7.7,.623,7.3,5.3,12.5,2.5,1.1,0.8,2.3,6.9,23.3,0.0,114,116
188,Rudy Gay\gayru01,PF,35,UTA,55,1,1038,7.5,18.0,.414,3.3,9.7,.345,4.1,8.4,.494,3.0,3.8,.785,2.6,8.9,11.5,2.7,1.2,0.9,2.2,4.5,21.2,0.0,110,110
189,Paul George\georgpa01,SF,31,LAC,31,31,1077,12.2,28.9,.421,4.1,11.7,.354,8.1,17.2,.467,5.8,6.7,.858,0.5,9.1,9.7,8.0,3.0,0.6,5.7,3.4,34.3,0.0,100,106
190,Taj Gibson\gibsota01,C,36,NYK,52,4,946,4.5,8.8,.518,0.8,2.0,.395,3.8,6.8,.555,2.2,2.8,.808,4.7,7.5,12.1,1.7,1.2,2.1,1.4,7.2,12.1,0.0,127,110
191,Josh Giddey\giddejo01,SG,19,OKC,54,54,1700,8.1,19.2,.419,1.6,6.1,.263,6.4,13.1,.492,1.6,2.3,.709,2.8,9.3,12.1,9.9,1.5,0.6,4.9,2.5,19.3,0.0,97,112
192,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,56,56,1942,12.0,26.4,.453,2.2,7.4,.300,9.7,18.9,.514,8.2,10.2,.810,0.9,6.0,7.0,8.3,1.8,1.2,3.9,3.6,34.4,0.0,111,113
193,Anthony Gill\gillan01,PF,29,WAS,44,0,463,6.6,11.6,.569,1.5,2.8,.538,5.1,8.9,.578,4.5,5.6,.808,3.5,5.6,9.1,2.9,0.5,1.2,1.9,6.2,19.2,0.0,132,117
194,Freddie Gillespie\gillefr01,PF,24,ORL,9,2,119,3.7,8.9,.409,0.0,0.4,.000,3.7,8.5,.429,1.2,2.8,.429,5.3,9.3,14.6,2.0,1.2,3.7,2.0,7.3,8.5,0.0,96,108
195,Rudy Gobert\goberru01,C,29,UTA,66,66,2120,8.4,11.8,.713,0.0,0.1,.000,8.4,11.7,.718,7.1,10.2,.690,5.6,16.9,22.6,1.7,1.0,3.2,2.8,4.1,23.9,0.0,137,103
196,Brandon Goodwin\goodwbr01,PG,26,CLE,36,5,502,6.4,15.3,.416,1.9,5.5,.345,4.5,9.8,.455,2.4,3.8,.632,1.4,5.3,6.7,9.1,2.5,0.1,3.6,3.9,17.0,0.0,104,110
197,Jordan Goodwin\goodwjo01,SG,23,WAS,2,0,6,0.0,24.7,.000,0.0,8.2,.000,0.0,16.5,.000,0.0,0.0,0.0,0.0,8.2,8.2,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0,118
198,Aaron Gordon\gordoaa01,PF,26,DEN,75,75,2376,9.0,17.2,.520,1.8,5.4,.335,7.2,11.9,.605,3.5,4.7,.743,2.6,6.5,9.1,3.9,0.9,0.9,2.7,3.1,23.2,0.0,115,114
199,Eric Gordon\gordoer01,SG,33,HOU,57,46,1669,7.6,16.1,.475,3.5,8.6,.412,4.1,7.5,.548,3.0,3.8,.778,0.4,2.8,3.2,4.4,0.8,0.5,3.1,1.8,21.8,0.0,111,121
200,Devonte' Graham\grahade01,PG,26,NOP,76,63,2162,6.8,18.6,.363,4.4,12.9,.341,2.4,5.8,.413,2.7,3.2,.843,0.8,3.2,4.0,7.2,1.6,0.3,2.4,2.2,20.6,0.0,109,116
201,Jerami Grant\grantje01,PF,27,DET,47,47,1500,9.7,22.7,.426,3.0,8.3,.358,6.7,14.5,.465,7.1,8.4,.838,0.9,5.3,6.2,3.6,1.4,1.6,2.8,3.5,29.4,0.0,109,114
