Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0.0,ORtg,DRtg
202,Hassani Gravett\graveha01,PG,25,ORL,8,3,171,5.1,10.7,.474,3.1,7.4,.423,2.0,3.4,.583,0.8,1.1,.750,0.3,5.7,5.9,5.7,1.4,0.3,2.5,3.7,14.1,0.0,113,114
203,Danny Green\greenda02,SF,34,PHI,62,28,1353,4.6,11.8,.394,3.8,10.0,.380,0.8,1.8,.469,0.4,0.5,.786,1.2,4.6,5.8,2.4,2.2,1.4,1.7,3.9,13.5,0.0,106,111
204,Draymond Green\greendr01,PF,31,GSW,46,44,1329,5.0,9.4,.525,0.6,2.0,.296,4.4,7.4,.586,2.2,3.3,.659,1.7,10.7,12.3,11.7,2.2,1.8,5.1,5.0,12.7,0.0,109,103
205,Jalen Green\greenja05,SG,19,HOU,67,67,2138,9.0,21.2,.426,3.5,10.2,.343,5.5,11.0,.502,4.2,5.3,.797,0.7,4.3,5.0,3.9,1.0,0.4,3.0,2.3,25.8,0.0,105,120
206,JaMychal Green\greenja01,PF,31,DEN,67,8,1085,7.2,14.8,.486,1.5,5.6,.266,5.7,9.2,.621,3.7,4.2,.871,3.7,9.0,12.7,2.7,1.9,1.2,2.6,7.1,19.5,0.0,114,109
207,Javonte Green\greenja02,SF,28,CHI,65,45,1519,5.7,10.4,.542,1.2,3.2,.356,4.5,7.2,.625,2.6,3.1,.833,2.9,5.9,8.9,1.9,2.2,1.0,1.0,4.2,15.0,0.0,131,112
208,Jeff Green\greenje02,C,35,DEN,75,63,1849,7.3,14.0,.524,1.4,4.5,.315,5.9,9.6,.620,4.4,5.3,.833,1.1,5.0,6.1,2.5,0.7,0.7,1.9,4.0,20.5,0.0,119,115
209,Josh Green\greenjo02,SG,21,DAL,67,3,1039,6.3,12.4,.508,1.4,3.8,.359,4.9,8.6,.573,1.5,2.2,.689,2.5,5.3,7.8,3.8,2.2,0.7,2.1,5.6,15.5,0.0,114,109
210,Blake Griffin\griffbl01,PF,32,BRK,56,24,958,6.7,15.8,.425,1.9,7.3,.262,4.8,8.5,.565,2.8,3.8,.724,3.0,8.5,11.5,5.3,1.4,0.7,1.6,4.8,18.2,0.0,115,113
211,Quentin Grimes\grimequ01,SG,21,NYK,46,6,786,6.0,15.0,.404,4.6,12.0,.381,1.5,2.9,.500,0.8,1.2,.684,1.5,4.5,6.0,2.8,2.0,0.7,1.8,4.6,17.5,0.0,111,111
212,Kyle Guy\guyky01,SG,24,MIA,19,0,186,7.0,17.5,.400,3.8,10.8,.350,3.2,6.7,.480,2.2,3.2,.667,1.1,3.5,4.6,4.6,1.9,0.3,3.5,3.2,19.9,0.0,99,111
213,Rui Hachimura\hachiru01,PF,23,WAS,42,13,943,9.8,20.0,.491,2.9,6.5,.447,6.9,13.5,.512,2.4,3.5,.697,1.3,7.1,8.4,2.5,1.2,0.5,1.7,2.8,24.9,0.0,111,116
214,Tyrese Haliburton\halibty01,SG-PG,21,TOT,77,77,2695,7.7,16.3,.473,2.9,7.0,.414,4.8,9.3,.517,2.9,3.4,.842,1.1,4.5,5.6,11.3,2.4,0.9,3.6,2.2,21.2,0.0,119,115
215,Tyler Hall\hallty01,SG,24,NYK,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120
216,R.J. Hampton\hamptrj01,SG,20,ORL,64,14,1402,6.0,15.8,.383,2.2,6.3,.350,3.8,9.5,.405,2.6,4.0,.641,0.8,5.9,6.7,5.5,1.4,0.4,3.0,3.5,16.9,0.0,94,114
217,Tim Hardaway Jr.\hardati02,SG,29,DAL,42,20,1245,8.4,21.4,.394,4.1,12.3,.336,4.3,9.1,.473,3.2,4.2,.757,0.5,5.8,6.3,3.7,1.5,0.2,1.4,3.0,24.2,0.0,107,111
218,James Harden\hardeja01,PG-SG,32,TOT,65,65,2419,8.2,20.1,.410,3.0,9.1,.330,5.2,11.0,.476,9.5,10.8,.877,1.1,9.0,10.1,13.5,1.7,0.7,5.7,3.1,29.0,0.0,115,111
219,Maurice Harkless\harklma01,SF,28,SAC,47,24,863,4.6,10.1,.459,1.7,5.6,.307,2.9,4.5,.650,1.1,1.6,.714,0.7,5.6,6.2,1.3,1.6,1.3,1.7,4.3,12.1,0.0,101,115
220,Jared Harper\harpeja01,PG,24,NOP,5,0,43,16.1,29.8,.538,5.7,13.8,.417,10.3,16.1,.643,4.6,4.6,1.000,2.3,0.0,2.3,16.1,4.6,1.1,2.3,5.7,42.5,0.0,144,110
221,Montrezl Harrell\harremo01,C,28,TOT,71,3,1641,10.7,16.6,.645,0.1,0.5,.235,10.6,16.1,.658,6.3,8.8,.716,4.4,8.4,12.9,4.3,0.9,1.3,2.1,4.1,27.8,0.0,134,114
222,Gary Harris\harriga01,SG,27,ORL,61,30,1730,6.7,15.5,.434,3.2,8.4,.384,3.5,7.0,.494,2.3,2.7,.874,1.0,2.4,3.4,3.0,1.6,0.3,1.7,3.1,19.0,0.0,110,116
223,Joe Harris\harrijo01,SF,30,BRK,14,14,423,6.4,14.2,.452,4.7,10.1,.466,1.7,4.1,.417,0.6,0.7,.833,0.6,5.8,6.4,1.6,0.8,0.2,1.8,3.6,18.1,0.0,112,116
224,Tobias Harris\harrito02,PF,29,PHI,73,73,2543,9.7,20.0,.482,2.0,5.4,.367,7.7,14.7,.525,3.3,4.0,.842,1.5,8.2,9.7,4.9,0.9,0.8,2.3,3.2,24.7,0.0,113,112
225,Shaquille Harrison\harrish01,SG,28,BRK,2,0,23,4.2,12.6,.333,0.0,4.2,.000,4.2,8.4,.500,0.0,0.0,0.0,2.1,6.3,8.4,6.3,2.1,2.1,4.2,6.3,8.4,0.0,76,111
226,Josh Hart\hartjo01,SG-SF,26,TOT,54,53,1791,7.9,15.6,.504,2.0,5.9,.343,5.9,9.8,.601,4.4,5.8,.758,1.7,9.0,10.7,6.2,1.7,0.4,3.1,4.1,22.2,0.0,117,113
227,Isaiah Hartenstein\harteis01,C,23,LAC,68,0,1216,9.2,14.7,.626,0.6,1.2,.467,8.7,13.5,.640,3.7,5.3,.689,4.7,8.7,13.4,6.4,2.0,3.1,3.4,6.7,22.7,0.0,127,106
228,Udonis Haslem\hasleud01,C,41,MIA,13,0,83,8.4,18.7,.452,0.6,2.4,.250,7.8,16.3,.481,1.8,1.8,1.000,2.4,12.7,15.1,2.4,0.6,0.6,3.0,9.0,19.3,0.0,96,108
229,Sam Hauser\hausesa01,SF,24,BOS,26,0,158,7.2,15.7,.460,6.0,13.8,.432,1.3,1.9,.667,0.0,0.0,0.0,1.6,7.5,9.1,3.1,0.3,0.6,0.6,2.2,20.4,0.0,133,110
230,Jaxson Hayes\hayesja02,C,21,NOP,70,28,1398,8.7,14.1,.616,0.7,2.0,.351,7.9,12.0,.660,5.1,6.6,.766,4.1,7.1,11.1,1.5,1.2,1.9,1.9,5.5,23.1,0.0,132,113
231,Killian Hayes\hayeski01,PG,20,DET,66,40,1647,5.2,13.6,.383,1.3,4.9,.263,3.9,8.7,.452,1.7,2.2,.770,1.1,5.2,6.2,8.2,2.3,1.0,3.3,5.4,13.4,0.0,97,113
232,Gordon Hayward\haywago01,SF,31,CHO,49,48,1564,8.7,18.9,.459,2.6,6.8,.391,6.0,12.2,.496,3.9,4.6,.846,1.2,5.7,6.9,5.4,1.4,0.7,2.5,2.6,23.9,0.0,113,116
233,Aaron Henry\henryaa01,SF,22,PHI,6,0,17,2.9,14.7,.200,0.0,2.9,.000,2.9,11.7,.250,0.0,0.0,0.0,0.0,2.9,2.9,0.0,0.0,5.9,5.9,5.9,5.9,0.0,29,111
234,Juancho Hernangómez\hernaju01,PF,26,TOT,40,9,445,4.9,11.7,.415,2.7,7.6,.348,2.2,4.1,.541,2.1,3.8,.559,3.1,8.0,11.1,2.2,1.6,1.1,1.8,2.8,14.5,0.0,111,109
235,Willy Hernangómez\hernawi01,C,27,NOP,50,8,839,10.0,19.2,.520,0.2,0.7,.333,9.8,18.5,.527,6.4,8.3,.773,8.4,11.5,19.9,3.7,1.2,1.1,3.0,5.7,26.7,0.0,122,111
236,Tyler Herro\herroty01,SG,22,MIA,66,10,2151,11.7,26.1,.447,4.1,10.2,.399,7.6,15.9,.477,4.4,5.1,.868,0.7,6.9,7.7,6.1,1.0,0.2,4.0,2.2,31.8,0.0,107,111
237,Buddy Hield\hieldbu01,SG,29,TOT,81,32,2499,8.6,21.3,.406,5.1,13.9,.366,3.6,7.4,.482,2.2,2.5,.874,1.3,5.6,6.8,4.4,1.4,0.5,3.0,3.6,24.5,0.0,105,117
238,Haywood Highsmith\highsha01,SF,25,MIA,19,1,163,4.9,14.1,.348,2.8,8.6,.321,2.1,5.5,.389,0.6,1.5,.400,3.1,4.9,8.0,1.8,0.6,0.9,0.9,4.0,13.2,0.0,101,112
239,George Hill\hillge01,SG,35,MIL,54,17,1253,4.5,10.5,.429,1.6,5.1,.306,3.0,5.4,.546,2.2,2.4,.919,1.5,4.5,5.9,4.6,1.6,0.2,1.6,2.7,12.8,0.0,117,114
240,Malcolm Hill\hillma01,SF-SG,26,TOT,19,0,212,5.5,12.0,.462,3.0,8.3,.361,2.5,3.7,.688,2.5,3.2,.786,2.5,5.5,8.1,1.8,1.6,0.7,0.7,5.5,16.6,0.0,129,115
241,Solomon Hill\hillso01,PF,30,ATL,13,1,139,1.1,7.1,.150,0.7,4.6,.154,0.4,2.5,.143,0.0,0.0,0.0,2.1,6.0,8.1,4.2,1.4,0.7,0.4,5.7,2.8,0.0,87,116
242,Nate Hinton\hintona01,SG,22,IND,2,0,2,0.0,24.5,.000,0.0,0.0,0.0,0.0,24.5,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0,125
243,Jaylen Hoard\hoardja01,SF,22,OKC,7,5,240,8.9,18.3,.489,1.8,5.1,.360,7.1,13.2,.538,1.2,2.8,.429,6.1,11.0,17.0,3.5,1.2,1.0,1.6,2.8,20.9,0.0,115,111
244,Aaron Holiday\holidaa01,PG,25,TOT,63,15,1021,7.2,16.2,.447,1.9,4.9,.379,5.4,11.3,.477,2.8,3.3,.868,1.2,4.7,5.9,7.3,2.0,0.4,3.2,4.4,19.2,0.0,108,113
245,Jrue Holiday\holidjr01,PG,31,MIL,67,64,2207,10.4,20.8,.501,2.9,7.0,.411,7.5,13.8,.547,3.0,3.9,.761,1.5,5.0,6.6,9.9,2.4,0.6,4.0,2.9,26.7,0.0,117,112
246,Justin Holiday\holidju01,SF-SG,32,TOT,74,65,2057,6.2,15.7,.394,4.2,11.4,.367,2.0,4.3,.467,1.2,1.5,.806,0.7,3.8,4.5,3.0,1.3,0.8,1.7,3.6,17.7,0.0,107,118
247,Richaun Holmes\holmeri01,C,28,SAC,45,37,1074,8.9,13.4,.660,0.1,0.2,.400,8.8,13.2,.664,3.1,4.0,.778,4.2,10.0,14.2,2.2,0.8,1.8,2.5,5.7,21.0,0.0,127,114
248,Rodney Hood\hoodro01,SF-SG,29,TOT,52,0,709,3.9,10.7,.369,2.0,6.2,.330,1.9,4.5,.424,1.2,1.3,.895,1.0,4.2,5.2,2.6,1.0,0.4,0.7,2.1,11.1,0.0,108,115
249,Scotty Hopson\hopsosc01,SG,32,OKC,1,0,18,5.4,10.8,.500,0.0,2.7,.000,5.4,8.1,.667,0.0,0.0,0.0,0.0,2.7,2.7,2.7,0.0,0.0,5.4,2.7,10.8,0.0,69,120
250,Al Horford\horfoal01,C,35,BOS,69,69,2005,6.6,14.1,.467,2.2,6.6,.336,4.4,7.5,.582,2.0,2.4,.842,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,0.0,124,104
251,Talen Horton-Tucker\hortota01,SG,21,LAL,60,19,1511,7.1,17.1,.416,1.6,5.8,.269,5.6,11.3,.492,3.2,4.0,.800,1.2,4.9,6.1,5.0,1.9,0.9,2.6,4.7,18.9,0.0,102,114
252,Danuel House Jr.\houseda01,SF,28,TOT,42,7,727,5.4,13.3,.404,3.0,7.9,.376,2.4,5.4,.444,3.0,3.9,.759,1.2,6.2,7.5,3.0,1.4,1.1,2.2,3.4,16.7,0.0,108,113
253,Dwight Howard\howardw01,C,36,LAL,60,27,971,6.6,10.8,.612,0.4,0.7,.533,6.2,10.1,.618,4.7,7.2,.658,5.8,11.7,17.6,1.7,1.7,1.8,2.3,5.7,18.4,0.0,128,109
254,Markus Howard\howarma02,SG,22,DEN,31,0,176,10.9,28.2,.386,7.8,19.5,.400,3.1,8.6,.355,5.6,6.4,.870,0.6,2.8,3.3,2.0,2.5,0.0,2.0,4.7,35.1,0.0,108,113
255,Kevin Huerter\huertke01,SG,23,ATL,74,60,2188,7.7,17.1,.454,3.6,9.2,.389,4.2,7.8,.530,0.9,1.2,.808,0.7,5.0,5.7,4.6,1.2,0.6,2.0,4.2,20.0,0.0,112,117
256,Jay Huff\huffja01,C,23,LAL,4,0,20,0.0,7.2,.000,0.0,4.8,.000,0.0,2.4,.000,0.0,0.0,0.0,2.4,7.2,9.6,2.4,2.4,2.4,2.4,2.4,0.0,0.0,34,110
257,Elijah Hughes\hugheel01,SG-SF,23,TOT,36,4,434,5.3,16.3,.326,2.8,10.7,.263,2.5,5.5,.449,0.8,1.0,.778,0.7,5.9,6.5,2.5,1.6,0.9,1.9,4.4,14.2,0.0,87,116
258,Feron Hunt\huntfe01,SF,22,NYK,2,0,8,0.0,12.5,.000,0.0,0.0,0.0,0.0,12.5,.000,0.0,0.0,0.0,6.3,0.0,6.3,6.3,6.3,0.0,6.3,6.3,0.0,0.0,41,105
259,De'Andre Hunter\huntede01,SF,24,ATL,53,52,1577,7.9,17.9,.442,2.3,6.1,.379,5.6,11.8,.474,4.0,5.2,.765,0.8,4.7,5.5,2.1,1.1,0.7,2.2,4.8,22.1,0.0,106,117
260,Chandler Hutchison\hutchch01,SF,25,PHO,6,0,22,2.2,4.4,.500,0.0,0.0,0.0,2.2,4.4,.500,4.4,4.4,1.000,0.0,10.9,10.9,4.4,0.0,0.0,8.7,2.2,8.7,0.0,68,110
261,Bones Hyland\hylanbo01,PG,21,DEN,69,4,1310,8.6,21.4,.403,4.9,13.4,.366,3.7,8.0,.465,4.0,4.7,.856,0.5,6.5,7.0,7.2,1.5,0.7,3.2,5.7,26.1,0.0,109,112
262,Serge Ibaka\ibakase01,C-PF,32,TOT,54,12,877,8.2,16.4,.500,2.1,5.5,.374,6.2,10.9,.563,1.8,2.4,.727,3.4,10.4,13.9,2.7,0.6,1.8,2.4,5.7,20.2,0.0,112,110
263,Andre Iguodala\iguodan01,SF,38,GSW,31,0,603,3.7,9.8,.380,1.4,6.0,.230,2.3,3.8,.617,1.2,1.6,.750,1.7,6.4,8.1,9.2,2.2,1.8,2.3,2.7,10.0,0.0,114,106
264,Joe Ingles\inglejo01,SF,34,UTA,45,15,1122,5.1,12.6,.404,3.4,9.9,.347,1.6,2.6,.617,0.7,1.0,.773,0.5,5.2,5.8,7.0,1.0,0.2,2.0,3.6,14.3,0.0,117,114
265,Brandon Ingram\ingrabr01,SF,24,NOP,55,55,1869,12.0,26.0,.461,2.0,6.0,.327,10.0,20.0,.501,7.0,8.5,.826,0.9,7.5,8.5,8.1,0.9,0.7,4.0,3.1,32.9,0.0,111,115
266,Kyrie Irving\irvinky01,PG,29,BRK,29,29,1091,12.8,27.4,.469,4.4,10.6,.418,8.4,16.8,.501,5.2,5.7,.915,0.7,4.9,5.6,7.4,1.8,0.8,3.2,3.6,35.4,0.0,117,114
267,Wes Iwundu\iwundwe01,SF,27,ATL,3,1,82,4.8,10.8,.444,1.8,3.0,.600,3.0,7.8,.385,1.8,2.4,.750,1.8,6.0,7.8,0.0,0.6,0.0,0.6,4.8,13.2,0.0,115,119
268,Frank Jackson\jacksfr01,PG,23,DET,53,7,1164,8.1,20.2,.402,3.6,11.7,.308,4.5,8.6,.529,3.6,4.4,.827,0.8,2.9,3.6,2.3,1.1,0.4,1.6,3.7,23.5,0.0,106,118
269,Isaiah Jackson\jacksis01,PF,20,IND,36,15,541,10.5,18.6,.563,0.5,1.4,.313,10.0,17.2,.584,5.4,8.0,.682,5.4,8.1,13.5,0.9,2.3,4.7,3.6,8.3,26.9,0.0,113,109
270,Jaren Jackson Jr.\jacksja02,PF,22,MEM,78,78,2126,9.7,23.3,.415,2.9,9.0,.319,6.8,14.3,.476,6.4,7.8,.823,2.7,7.5,10.2,1.9,1.6,4.0,2.9,6.1,28.6,0.0,109,106
271,Josh Jackson\jacksjo02,SF,24,TOT,51,3,830,7.0,17.6,.400,1.9,7.6,.254,5.1,10.0,.512,3.2,4.5,.714,1.2,7.0,8.3,3.2,1.5,1.3,2.8,5.2,19.2,0.0,95,114
272,Justin Jackson\jacksju01,SF,26,TOT,7,0,37,6.5,19.5,.333,3.9,11.7,.333,2.6,7.8,.333,2.6,2.6,1.000,1.3,7.8,9.1,2.6,0.0,0.0,1.3,3.9,19.5,0.0,99,112
273,Reggie Jackson\jacksre01,SG,31,LAC,75,75,2337,10.0,25.6,.392,3.5,10.7,.326,6.5,14.9,.439,2.9,3.4,.847,0.8,4.9,5.7,7.5,1.2,0.3,3.6,3.3,26.5,0.0,99,113
274,LeBron James\jamesle01,SF,37,LAL,56,56,2084,14.7,28.1,.524,3.7,10.3,.359,11.0,17.8,.620,5.8,7.7,.756,1.4,9.1,10.6,8.0,1.7,1.4,4.5,2.8,39.0,0.0,117,111
275,DeJon Jarreau\jarrede01,SG,24,IND,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125
276,DaQuan Jeffries\jeffrda01,SG,24,MEM,3,0,9,5.3,10.6,.500,0.0,5.3,.000,5.3,5.3,1.000,0.0,0.0,0.0,0.0,10.6,10.6,5.3,0.0,0.0,0.0,5.3,10.6,0.0,125,113
277,Ty Jerome\jeromty01,SG,24,OKC,48,4,801,7.5,19.9,.378,3.3,11.3,.290,4.3,8.6,.493,2.3,2.9,.809,1.2,3.6,4.7,6.6,1.8,0.3,2.2,4.4,20.7,0.0,103,115
278,Isaiah Joe\joeis01,SG,22,PHI,55,1,609,5.1,14.5,.350,3.7,11.1,.333,1.4,3.4,.405,2.4,2.5,.935,0.5,4.1,4.6,2.9,1.1,0.2,1.6,3.8,16.2,0.0,103,115
279,Alize Johnson\johnsal02,PF,25,TOT,23,0,167,5.0,11.4,.436,0.0,1.2,.000,5.0,10.3,.486,2.1,3.5,.583,8.2,9.7,17.9,2.6,1.5,0.0,3.5,5.3,12.0,0.0,103,113
280,B.J. Johnson\johnsbj01,SF,26,ORL,4,0,65,8.2,18.6,.440,3.0,7.4,.400,5.2,11.2,.467,0.0,0.0,0.0,4.5,6.7,11.2,0.0,0.0,0.7,0.0,3.0,19.3,0.0,112,116
281,Cameron Johnson\johnsca02,PF,25,PHO,66,16,1730,7.8,16.9,.460,4.6,10.9,.425,3.1,6.0,.523,2.7,3.2,.860,1.2,6.4,7.6,2.8,1.6,0.4,1.3,3.1,22.9,0.0,123,109
282,David Johnson\johnsda08,SG,20,TOR,2,0,2,0.0,25.0,.000,0.0,25.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,120
283,Jalen Johnson\johnsja05,PF,20,ATL,22,0,120,9.0,16.8,.537,1.2,5.3,.231,7.8,11.5,.679,2.0,2.9,.714,0.8,9.8,10.6,1.2,1.2,0.8,3.7,3.7,21.3,0.0,98,114
284,James Johnson\johnsja01,PF,34,BRK,62,10,1191,5.9,12.5,.469,0.9,3.5,.271,4.9,9.0,.545,1.2,2.2,.527,2.1,6.7,8.8,5.3,1.2,1.4,2.0,6.6,13.8,0.0,109,113
285,Joe Johnson\johnsjo02,SG,40,BOS,1,0,2,24.8,24.8,1.000,0.0,0.0,0.0,24.8,24.8,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,200,117
286,Keldon Johnson\johnske04,SF,22,SAS,75,74,2392,9.4,20.3,.466,3.2,8.0,.398,6.3,12.3,.510,3.6,4.7,.756,1.6,7.6,9.2,3.2,1.2,0.3,1.8,3.0,25.6,0.0,114,114
287,Keon Johnson\johnske07,SG,19,TOT,37,12,697,6.7,19.1,.353,2.4,7.0,.340,4.3,12.1,.360,2.9,3.6,.804,1.7,4.0,5.7,5.3,2.0,0.8,3.2,4.8,18.7,0.0,94,116
288,Stanley Johnson\johnsst04,PF,25,LAL,48,27,1094,5.1,11.0,.466,1.4,4.6,.314,3.7,6.4,.575,2.3,3.2,.716,1.5,5.3,6.8,3.5,1.9,0.6,1.5,4.8,14.0,0.0,114,114
289,Tyler Johnson\johnsty01,PG,29,TOT,6,0,91,3.2,10.7,.300,2.7,7.0,.385,0.5,3.8,.143,0.0,0.0,0.0,1.6,4.8,6.4,3.8,1.6,1.6,1.1,3.8,9.1,0.0,98,112
290,Nikola Jokić\jokicni01,C,26,DEN,74,74,2476,15.1,26.0,.583,1.9,5.7,.337,13.2,20.3,.652,7.5,9.3,.810,4.1,16.1,20.2,11.6,2.2,1.2,5.6,3.8,39.7,0.0,126,105
291,Carlik Jones\jonesca03,PG,24,TOT,5,0,23,2.2,19.6,.111,0.0,2.2,.000,2.2,17.4,.125,4.4,4.4,1.000,2.2,4.4,6.5,10.9,2.2,0.0,6.5,0.0,8.7,0.0,57,111
292,Damian Jones\jonesda03,C,26,SAC,56,15,1017,8.3,12.6,.658,0.5,1.4,.345,7.8,11.2,.696,4.4,6.2,.718,3.5,8.1,11.6,3.3,1.2,2.2,2.8,6.2,21.5,0.0,128,113
293,Derrick Jones Jr.\jonesde02,PF,24,CHI,51,8,899,5.7,10.6,.538,1.1,3.3,.328,4.6,7.3,.634,3.0,3.8,.800,3.3,5.9,9.2,1.6,1.4,1.8,1.6,5.7,15.5,0.0,124,113
294,Herbert Jones\joneshe01,PF,23,NOP,78,69,2335,5.8,12.2,.476,1.2,3.6,.337,4.6,8.6,.533,2.9,3.4,.840,2.1,4.2,6.3,3.5,2.7,1.3,2.1,5.0,15.7,0.0,114,112
295,Jemerrio Jones\jonesje01,SF,26,LAL,2,0,15,6.4,9.6,.667,0.0,0.0,0.0,6.4,9.6,.667,0.0,0.0,0.0,6.4,3.2,9.6,0.0,3.2,0.0,0.0,6.4,12.8,0.0,152,113
296,Kai Jones\joneska01,C,21,CHO,21,0,63,6.9,10.7,.643,0.8,1.5,.500,6.1,9.1,.667,2.3,6.1,.375,2.3,6.1,8.4,3.0,0.8,1.5,4.6,6.1,16.8,0.0,98,116
297,Mason Jones\jonesma05,SG,23,LAL,4,0,51,6.6,14.1,.467,0.9,3.8,.250,5.6,10.3,.545,11.3,14.1,.800,0.9,8.5,9.4,3.8,1.9,0.0,0.9,7.5,25.4,0.0,133,113
298,Tre Jones\jonestr01,PG,22,SAS,69,11,1148,6.9,14.2,.490,0.4,2.1,.196,6.5,12.0,.542,3.0,3.8,.780,1.2,5.3,6.5,9.7,1.8,0.3,1.9,3.3,17.3,0.0,120,114
299,Tyus Jones\jonesty01,PG,25,MEM,73,23,1549,7.7,17.0,.451,2.5,6.3,.390,5.2,10.7,.487,1.7,2.0,.818,0.5,4.9,5.4,10.0,2.0,0.1,1.4,1.0,19.5,0.0,125,112
300,DeAndre Jordan\jordade01,C,33,TOT,48,20,622,7.2,11.2,.643,0.0,0.0,0.0,7.2,11.2,.643,1.7,3.1,.550,6.5,14.1,20.6,1.6,0.9,2.7,2.9,5.5,16.1,0.0,120,107
301,Cory Joseph\josepco01,PG,30,DET,65,39,1600,5.4,12.2,.445,2.0,4.8,.414,3.4,7.4,.465,3.0,3.4,.885,0.9,4.4,5.3,7.2,1.3,0.5,2.6,4.5,15.9,0.0,115,116
302,Georgios Kalaitzakis\kalaige01,SF,23,TOT,13,4,214,7.0,15.2,.463,2.3,5.9,.385,4.8,9.3,.512,3.2,6.8,.467,1.4,3.4,4.8,2.7,2.5,0.5,4.5,4.3,19.5,0.0,91,113
